post_text,label
See - Boeheim does smile every once in awhile. FinalFour ,1
CBS11JasonAllen I had Syracuse making the Final Four all along in my heart. GoCuse,1
"""I've never been prouder of a team in all my 40 years of coaching."" Coach Boehiem. Syracuse",1
From bubble to Final Four! Syracuse MarchMadness,1
Come on Orange! 9.2 seconds to Houston. MarchMadness Syracuse,1
5 teens arrested in connection to an armed robbery / police chase through a Dallas neighborhood. Story at 5:30 ,1
Fort Worth family thankful for the 200 neighbors who helped find their disabled daughter &amp; her suspected kidnapper. ,1
"Coach_Hopkins Keep it rolling, Coach. It's great seeing these guys playing such relentless defense. proudorange",1
"TimCiescoNBC5 Syracuse and North Carolina, right? GoOrange",1
marchmadness: Tyler Lydon joins Hakim Warrick in Syracuse block lore. MarchMadness ,1
Come on Cuse! What a game. MarchMadness,1
"Part of DENAirport evacuated, several suspicious packages being investigated ",1
Aviation security expert says Brussels terrorist suspects likely concealed bomb trigger in their gloves. ,1
"CBSThisMorning: JUST IN: Photos of three Mormon missionaries from Utah who were wounded in the Brussels terror attacks, at airport htt…",1
Dallas housing committee takes step to crackdown on slumlords. Housing codes haven't been updated in decades. ,1
"Dallas housing committee considering tougher housing codes - more inspections and rules addressing bedbugs, mold, and air conditioning.",1
Bizarre kidnapping at a commercial building in Farmers Branch ends when police bust down the doors &amp; rescue a woman. ,1
From bubble to Sweet 16! GoCuse,1
Kris_A_Beast We are trying to talk with family and friends - not about the shooting but about Jabri and Sweeney.,1
Kris_A_Beast Could you direct message me? We are working on a story about last night's shooting. Our condolences about your friends.,1
CeeWaterfalls Could you direct message me? We are working on a story about last night's shooting. Our condolences about your friend Jabri.,1
normaajean_ Could you direct message me? We are working on a story about last night's shooting. Our condolences about your friend Jabri.,1
_ChiefKia Can you direct message me? We are working on a story about what happened this morning. Our condolences about your friend.,1
Record number of upsets in the first-round MarchMadness ,1
marchmadness: PAUL JESPERSON FROM HALF COURT! MarchMadness ,1
Wow! I think he called bank on that shot as well. MarchMadness NorthernIowa,1
New radar to provide quicker and more detailed tornado warning in east Dallas Co. txwx dfwwx ,1
"SethDavisHoops: If you want to find out what the best leagues are, let's make everything best of 7. If you want to have fun, watch Marc…",1
Bracket busted and couldn't be more excited. Syracuse a win against Middle Tenn State away from the Sweet 16. GoOrange,1
Breaking: Farmers Branch police officer Ken Johnson arrest for the murder of 16-yr-old Jose Cruz. He was off-duty. ,1
Police Chiefs Meet With Family Of Teen Shot By Off-Duty Officer « CBS Dallas / Fort Worth ,1
Family of Jose Cruz says these are pictures of the off-duty Farmers Branch officer shooting two teens in their car. ,1
Scottibeckwith jdmiles11 Investigators won't say at this time. His family says no.,1
Family of Jose Cruz says this witness picture shows the off-duty officer shooting the teens in their car. ,1
"Jose Cruz's girlfriend speaking out for the first time. ""Why did he have to shoot him?"" ",1
Farmers Branch Officer Ken Johnson is expected to provide investigators a written statement by the end of the day. ,1
Farmers Branch Police Chief: Department policy does NOT allow off-duty officers to pursue suspects in personal vehicles.,1
"Addison PD Chief: ""I will not address the facts of this case.""",1
Addison Police Chief: Investigators asking witnesses to Sunday's off-duty officer involved shooting to come forward. ,1
"Farmers Branch Police Chief: ""We will not rush this investigation."" Off-duty officer shot and killed 16-yr-old. ",1
Farmers Branch PD Chief meeting with family of 16-yr-old Jose Cruz who was shot by an off-duty officer. ,1
CBS11Joel: Family of 16 y/o killed by farmersbranch officer on way to speak to police chief now. CBSDFW,1
jdmiles11: Addison PD protesters tonight demand answers after off duty Farmer's Branch officer kills teen suspect CBS11 10p ,1
"Friends of Jose Cruz demanding a meeting with Addison Police Chief, wanting to ""bring justice for Jose."" ",1
"Friends of 16-yr-old Jose Cruz, who was killed by an off-duty police officer, gathering at Bachman Lake. ",1
"LiIThurmanator Hopefully, we'll find out.",1
"watchkeep We've asked the two convenient stores nearby, both have cameras. Both said if they have anything - PD told them not to release it",1
"Friends of 16-yr-old Jose Cruz say, ""He didn't deserve to die."" Cruz was shot by an off-duty Farmers Branch officer. ",1
Addison Police statement on off-duty officer involved shooting that resulted in the death of 16-yr-old Jose Cruz. ,1
"""Why did they kill him?"" - Family of 16-yr-old Jose Cruz killed by off-duty Farmers Branch officer wants answers. ",1
"No power, no problem for CBS11JeffJam. oldschoolisin txwx ",1
Dash cam video of a suspected drunk driver intentionally ramming an ArlingtonPD officer's car. See more at 10. ,1
"Suspected drunk driver admitted to ""intentionally"" ramming his truck into an ArlingtonPD officer to evade arrest. ",1
ArlingtonChief Our thoughts &amp; prayers are w/ your officer. Would you happen to have a couple minutes for a quick interview? You can DM me.,1
wzliberty Great pictures. Thanks for sharing. You can now cross it off your bucket list.,1
Nice Texas sunset as POTUS takes off in Air Force One. ,1
The POTUS has left Dallas. Air Force One is in the air. sunset ,1
Air Force One departing Dallas. POTUS ,1
View of Air Force One from the media pit at Love Field. Dallas POTUS ,1
Video: POTUS boarding Air Force One at Love Field in Dallas. CBSDFW ,1
"Door open on Air Force One, POTUS expected to be departing Dallas shortly. ",1
tonyv561 He's in Dallas for another couple hours.,1
".POTUS playing golf at Dallas National with Ron Kirk, Emmitt Smith, &amp; Peter Kraus. (Pic: ",1
Two private fundraisers and now a round of golf at Dallas National w/ EmmittSmith22 before POTUS departs Dallas. ,1
RandyNBCLA That ... and $18M a year helps. That's a lot of money for a guy with 7 career starts.,1
CEO of The Bridge homeless shelter says Dallas doesn't have enough beds for the more than 200 who stay in Tent City. ,1
More violence at Dallas' Tent City has many eager to close down the city's largest homeless encampment. Story at 5. ,1
Cancer Survivor Also Survives Skydive That Went Awry ,1
Cancer survivor also survives skydiving accident. ,1
Amazing video of a North Texas skydiver's accident and his inspiring story of survival tonight at 10:00 on CBS11. ,1
4-Year-Old Plano Girl Severely Injured In 4-Wheeler Accident prayersforRylie ,1
"Four-year-old Rylie of Plano was severely injured in a ""freak"" ATV accident. Story at 10. ",1
"Joseph Randle's bond set at $150,000 for failure to appear. It's his 6th arrest in past 18months. ",1
"Just when you thought he hit bottom, former Cowboy Joseph Randle arrested again for failing to appear in court. ",1
It's official. He's going out on top. ,1
10 Simple Steps to Positive Thinking: I was diagnosed with clinical depression years ago and I can tell you fr... ,1
"Develop a Positive Mindset: Gain the power to develop a positive mindset to change your life. ... However, if ... ",1
Positive words beginning with n to describe someone: (Most of us would prefer to be positive rather than negat... ,1
"Convert a Negative Stress into a Positive One: You see, problems whether big or small, if handled well with a ... ",1
positive thinking book: THE POWER OF POSITIVE THINKING by Norman Vincent Peale is one of my favorite ... (Most... ,1
The power of positive thinking: Positive thinking is associated with heart health and a reduced risk of ... Ch... ,1
"Dr Emma Mardlin: The link between mind, body and health: On the whole, if you generally think negatively or ha... ",1
Thinking of your life as a novel leads to better mental health: Thinking of your life as a novel leads to bett... ,1
"Positive Thinking: A Brief User's Guide: teach a computer to play checkers, thinking that ... to determine whe... ",1
"Better Way to Think, A: Using Positive Thoughts to Change Your Life pdf download online free: Change negative ... ",1
"Positive Power: Through the power of positive thinking and appreciation for the positive aspects in life, we w... ",1
Can you complete this quiz?,1
Topic: The Power of Positive Thinking Norman Vincen Peale: The Positive Power of Negative Thinking - Charisma ... ,1
"The Negative Side of Positive Thinking pdf ebook 3gkbe free download By Davidson, Ann Carolyn ...: The The Neg... ",1
Amazing Results of Positive Thinking: If you want to get Amazing Results of Positive Thinking pdf eBook copy .... ,1
"The Power of Positive Thinking pdf ebook ark5r free download By Peale, Norman Vincent ark5r: Find great deals ... ",1
give a positive or negative rating: Home » give a positive or negative rating ... on the surface Most of us wo... ,1
"Salinas woman tries to conquer cancer, stay positive: ""I did have control over my attitude."" She explained tha... ",1
"The Perils of Positive Thinking: Managing our thoughts, both the negative and the positive is important work, ... ",1
"Thinking One Thing, Feeling Another: We might like to think of ourselves as having clear, stable feelings on .... ",1
How I'm Learning That Body-Positive Is A Journey And Not A Decision: Have my negative thoughts completely gone... ,1
Check Out This great little Book Now!-,1
The Science of positive thinking: How to Achieve Results Fast: What about positive thinking? Does positive thi... ,1
Quality of Thoughts: Positive and Negative Thinking: - Acc... ,1
6 Health Benefits of Positive Thinking: Researchers continue to explore the effects of positive thinking and .... ,1
The Power of Positive Thinking: The Power of Positive Thinking There is a great deal to be said for The ... he... ,1
"Gratitude Rock Journal / Diary Of Positive Thoughts: The science of positive thinking: how positive thoughts, ... ",1
Positive and negative: Positive and negative. “Think positive!” is most commonly used as an advice to people b... ,1
"Positive thinking: And really - didn't work, because the mood was initially negative. Positive thinking can he... ",1
"positive thinking starting a new job: (Most of us would prefer to be positive rather than negative.) But ""posi... ",1
On-the-Job: Positive and negative: THINK positive!” is the most common advice to people being given a task wit... ,1
Raising Positive Kids In A Negative World download: Welcome to the future site of Raising Positive children in... ,1
Week 9 The Power of Positive Thinking: Having a Positive mind is the root to all things good happening! ... Ki... ,1
The 2 Funniest Video's About Positive Thinking You Never Seen Before: Succesful people on the other hand think... ,1
Positive thoughts will change your life!: Don't think you're a negative thinker? Everyone has their own self-t... ,1
How To Stop Your Negative Thinking Search Results for: How to Stop Your Neg... ,1
"AdLib: The power of positive thinking: Positive thinking - which we're all told to do - is ""a bit Utopian"". By... ",1
positive thinking: (Most of us would prefer to be positive rather than negative.) ... Positive thinking: Reduc... ,1
Can you mutltiply a negative number by a positive and make it positive?: Positive thinking: Reduce stress by e... ,1
"Howard is thinking positive: Why be negative, you know?” Howard said. “It takes a lot more energy to be negati... ",1
NEGATIVE THOUGHTS BREED NEGATIVITY: Trying to achieve it will create a constant battle in your mind between yo... ,1
F&amp;%k Positive Thinking: F&amp;%k Positive Thinking. ... If you think positively you will be able to turn it around... ,1
Negative subliminal programming get the - free download cCvX7 of the file: ... Negative -or- Positive ?&amp;id=...... ,1
"Learn how to switch negative feelings off, says Joel Osteen: He added that people who can't think positive tho... ",1
How to Avoid Negative Thinking: Negative thinking comes more easily than positive thinking. “This is a general... ,1
Lett's Set a Spell: Eliminate negative thinking: Sowing seeds and nurturing them promote bountiful plants ... ... ,1
Positive and Negative Thinking How It Effects Motivation(1): Basic Information About Positive And Negative Thi... ,1
Replace Negative Words With Positive: Have More Positive Words Than Negative Words Business Insider. Replace .... ,1
Positive and negative number lines to print: Adding positive and negative integers on a number line. In this l... ,1
What Successful People Know About Positive Thinking: Some researchers frame positive thinking in terms of expl... ,1
Negative And Positive Numbers Rules: The happiness conspiracy: against optimism and the cult of positive think... ,1
"Daily catch-up: the battle of the election videos, and a robot sarcasm detector: He told me the algorithm dete... ",1
10 Surefire Ways a Positive Attitude Increases Success: 10 Surefire Ways a Positive Attitude Increases Success... ,1
Negative Thinking: How to stop your negative thinking - Description: How do you ... (mos... ,1
Positive Thinking: Positivity – A Step Beyond Positive Thinking: Are You Stuck In A Negative Slump? How Would ... ,1
How You Can Change Your Negative Thinking Into Positive Thinking - Smell the Roses: How You Can Change Your Ne... ,1
Positive Thoughts in our mind: Positive thoughts reflects the healthy surrounding across everyone. This positi... ,1
solid positive attitude status: Personality Quiz: What's Your Positive Thinking Level? ... Whether their react... ,1
Kids See Color: Sometimes we get caught in the trap of thinking that if we do not bring ... think positive tho... ,1
5 Ways To Finally Silence Your Inner Critic: It's time we change our old ways by putting an end to the negativ... ,1
Negative And Positive Feeling Words: Further ideas and concepts: Distinguishing between positive and negative ... ,1
Staying positive when everyone else is negative..: It's better to of course have a positive attitude rather th... ,1
From Negative Attitude to Gratitude: How can we build on our strengths and take advantage of the power of posi... ,1
The Power of Positive Thinking: This will be to your advantage in building the blocks in your life of thinking... ,1
Worrywart vs. Positive Thinking Or Even Negative Thinking vs. Positive Thinking?: Since there are a lot of stu... ,1
"Employment Expertise: Tips for handling interview nerves: Write down some positive affirmations, which are sta... ",1
Adding the most interactive tweeps and unfollowing inactives using Tweepi's geeky Twitter tools. ,1
Positive thinking will let you do everything better than negative thinking will: ,1
"HIV positive mom, HIV negative babies: “And given such a promising forecast, some people are thinking of havin... ",1
printable positive and negative adjectives list: Negative Personality Adjectives List. See also positive perso... ,1
"Positively Negative: Mine are just normal, everyday, BLAH, BLAH, BLAH negative thoughts. ... The negative thin... ",1
"Essay on positive attitude: Title, length, color Rating, the Negatives of Positive Thinking, as the famous Ame... ",1
positive thinking: Category Archives: positive thinking. Believe this ... This feeling can open a “pandora's b... ,1
5 Habits That Halt Negative Thinking: If you want to stop harmful negative thinking patterns and learn how to ... ,1
Daily Inspiration: LENT - Let's Eliminate Negative Thinking: Lent can also stand for an acronym many at Unity ... ,1
"Positive Quotes For Negative People: Attitude Quotes &amp; Sayings (Positive Attitudes, Positive ... - Inspiration... ",1
"Boosting brain function a matter of staying positive: Remember: for every negative comment or thought, three p... ",1
"Tips to Overcome Negative Thoughts to Positive Thinking: ""positive thinking: stop negative self-talk to reduce... ",1
"Many times people don't know how to talk to those with depression. I know, as I was diagnosed with depression,... ",1
"You have to change yourself, to see everyone else change. This reminds me of the language of substance use... ",1
I have started a new page which is a take off from My group page with the same name. Please help me grow my new... ,1
"Seattle ""LEAD's"" the way! changeaddictionnow... ",1
"The national epidemic and national shame of drug addiction claims another life. The Addict's Mom founder,... ",1
Today Change Addiction Now was deeply saddened to hear of the death of Daniel Francis Montalbano. Daniel is the... ,1
"""I will never stop learning about the disease of addiction . . . so that I can make decisions that will help, not hurt, you."" ~Rose Barbour",1
Breaking the Cycle of Addiction: How the Pain of the Past Can Motivate the Future by Becky Vollmer ,1
"Although there are no official statistics on how often the death penalty is carried out for drug offences, Harm... ",1
What a year! We want to thank all of our members and supporters for making this a landmark year for Change... ,1
"Love someone in addiction? ""I found a paradox, that if you love until it hurts, there can be no more hurt, only more love""- Mother Theresa",1
Suicide-the 11th leading cause of death in the US &amp; addiction is the second leading reason for committing suicide.~cdc FamiliesNeedtoKnow,1
Only 3 left!!! Thank You!!! Change Addiction Now - United We C.A.N. shirts now available BonfireFunds ,1
"Lori's Story, finding your child on the floor . . . addiction substanceabuse familiesneedtoknow overdose ",1
Highly flammable is just one of many reasons to be concerned about powdered alcohol. Families Need to Know!... ,1
What are the concerns of powered alcohol? changeaddictionnow familiesneedtoknow This CasaColumbia article... ,1
Drug Slang Dictionary - Words Starting With A ,1
"This is a must watch documentary it will change everything about the way you think about not only marijuana, but... ",1
I posted a new photo to Facebook ,1
FAN Page: The URL (address) of our web site is “Change Addiction Now.” To minimize confusion we will be... ,1
"'Faith, Hope and the Burden of Addiction' to be Broadcast Sunday April 12 on CBS ",1
""" Have we forgotten the benefit of letting our kids fail?""... ",1
"""Families need to ""jettison manufactured guilt that tells them they aren't doing enough"" … changeaddictionnow",1
I posted a new photo to Facebook ,1
"Substance Use Disorder-If disease branding works well with conditions that have previously been stigmatized, and... ",1
"DON'T ""LET GO"" OF YOUR CHILDREN WHEN THEY ARE STRUGGLING WITH ADDICTION. Felt the need to change the headline as... ",1
Harm reduction is important!... ,1
"What is the face of overdose? Look no further than here. They are our children, friends and neighbors. ",1
Grab your own Change Addiction Now - United We C.A.N. shirt before it ends! BonfireFunds ,1
The time for change is NOW!! Change Addiction NOW ,1
"Talkingdrugs _TheFix CAN It will when families start raising their voice in outcry, not hanging their heads in shame",1
MikeWynn_CJ: .GovSteveBeshear: Time to pass a heroin bill via courierjournal kyga15,1
"""My mom instruction manual never told me it would be this hard."" CAN Heroin changeaddictionnow",1
"Together, We Can Make A Difference ",1
The time is now!! The family voice needs to be heard! ,1
Finding resources which are free and readily available are sometime difficult. Sherry Gaba from Celebrity Rehab... ,1
Take care of you!! Forgive and let go of situations you cannot control! ,1
We all have been in the shadows of addiction way to long. We would encourage you to share your stories concerning... ,1
"The Psychology Today article, 7 Tips for Mothers of Adult Addicts by Suzanne Degges-White, PhD is an article... ",1
"While we may lag behind in math and science, we lead the world in innovating new ways to maintain our prison system. ",1
Be proud of who you are and become empowered. girlscan changeaddictionnow momscan,1
"""Treatment does not to be voluntary to be effective"" NIDA Get the facts, get informed, get involved... ",1
"BioCareRecovery: Harsher penalties sought for selling candy coated Rx narcotics to minors, from NCADD: ",1
"""Both traffic accidents &amp; murder have been declining for years, however, while painkiller-related deaths... ",1
Change Addiction Now Steps of Change ,1
Government researchers estimate more than 5.7 million people over age 50 will need substance abuse treatment by 2020 ,1
I posted a new photo to Facebook ,1
"We suspect this is one of the causes of our son's addiction, 3 serious brain injuries from 4 to 14. BrainWeek... ",1
"afspnational Let's stop the stigma around suicide, mental-illness and addiction!",1
afspnational: Participate in the OvernightWalk &amp; you're bringing our suicideprevention tools to schools across the US: ,1
"NIDAnews: Traumatic Brain Injury, Drug Addiction, and the Developing Teen Brain: BrainWeek BAW2015 ",1
"""End the Isolation and Connect: By joining an education or support group"" tops the NCADD list of actions to take... ",1
What a problem to have! We have had over 100 new members ask to join our new Moms C.A.N. peer support group in... ,1
I Am Not Anonymous - THE VIDEO Stigma Only Grows In The Dark. ,1
"“Twenty-five million Americans are struggling from addiction, 90 percent started off as teenagers, so obviously... ",1
"""Stereotypes are empty placeholders we assign to each joy or tragedy in life we’ve never experienced."" ",1
Among the top things science is teaching us. Addiction is more than the misconception of being weak willed. ,1
What puts one at risk for relapse and some tools to help to avoid it. ,1
"VISION: Bringing the family voice to addiction and recovery. MISSION: Embrace, Educate, and Empower Families and... ",1
While DXM products are effective at suppressing a cough and are for the most part safe to use when taken as... ,1
"Dr. Jason Powers, CMO of Right Step and Promises Austin, offers 8 ways to use the science of positivity to boost... ",1
Anthony's Act - Providing Those Suffering With Addiction a Real Chance at Recovery moveon,1
"This has been so stressing, I've broken out into a rash I haven't had since I was diagnosed with depression years ago",1
sexualgifss: All I want ,1
"Just keep leading me on, why don't you?",1
RelatableQuote: It's 2016. The future is here. ,1
I need people who don't judge me on every aspect of my life,1
RelatableQuote: 30 seconds of my life that I will never have back ,1
"""It's at fuckland mall.."" ",1
BohoesTweet: SOMEONE GET ME THIS ,1
"""I gotta turn off the sex tap"" ""...but I need my vitamin D"" this show",1
"dormiens_draco: Fuck cancer, honestly. Fuck cancer. First David Bowie and now Alan Rickman, stop taking away brilliant people before th…",1
HogwartsLogics: Alan Rickman has sadly just passed away at only the age of 69. An amazing actor who will be dearly missed. Always. ,1
Alan Rickman is gone...,1
FemaleTexts: what to get ur girl? fuzzy socks bath bombs sweatshirts perfume flowers all things PINK and VS &amp; don't forget the one fre…,1
ThatsSarcasm: i hate disappointing people,1
BeastyTattoos: RT if you agree ,1
"""Why are you pranking my mom?"" -my cousin to my brother ",1
TumbIrsPosts: me: *wakes up* me: wheres my phone me: *rips off blankets* me: *hears loud thud* me: there it is,1
SavageHumor_: The Force is in you ,1
FemaleTexts: all skin tones are beautiful ,1
Can't wait to get my phone fixed I'm dying with it like this,1
"bouska: in case nobody told you today, you matter.",1
"TheFunnyTeens: I would be a morning person, if morning happened around 1pm",1
ItsReginaG: when you're playing fighting and he actually hurt you ,1
FemaleTexts: Caught feelings ,1
Your bae mattwwe9 ,1
airieanna_lane Awww how sweet and random haha,1
airieanna_lane what?!?,1
TheFunnyTeens: how am I expected to make real life decisions when I still turn off the lights and then sprint to my bed so monsters don…,1
PIeasureGifs: Seriously lol ,1
"PIeasureGifs: Just picture her in the arms of some other guy, and if that thought absolutely kills you, do everything you can to keep h…",1
It really pisses me off when I see abandoned pets outside trying to escape the cold,1
"gwatsky: damn i started watching making a murderer at 1AM, stayed up til i finished the series at 11am and slept all day. i've lost all…",1
Fuckkkkkkkkkkk,1
mattwwe9 thanks bruhh,1
Ka8e_WiLs0n yassss I can't waittttt,1
Ka8e_WiLs0n when I turn 21 were definitely going to the casino though. I'm joining you haha,1
So much alcohollllllll,1
It doesn't feel like the last day of 2015,1
RelatableQuote: Delete that flipagram you're about to post,1
gwatsky: I feel about 2016 the way I feel about nachos about to come out of the microwave,1
My new jacket makes me look obese but I'm warm in it haha,1
TheFunnyTeens: Heart: *beats faster for no apparent reason* Me: am I getting anxiety or am I dying,1
selfamused: I've been hurt so bad ,1
"RelatableQuote: ""so who you going to kiss for New Years?"" ",1
selfamused: Author's note ,1
ItsReginaG: i wanna talk about Jimmy Fallon wearing Shaqs jacket ,1
FemaleTexts: Bob met his wife when he was 16 &amp; he's now 78. she passed away 2 years ago. this was one of his Christmas gifts. ,1
My mom got me an oyster for Christmas with a pearl inside to put in a necklace ,1
TumblrsFunnies: my life basically ,1
kuwacs just knocked me in the jaw,1
camerondallas I was diagnosed with depression/anxiety when I was like 5-7 years old..,1
Tha5SOSFamily: 5SOS have got their second Billboard number one album with Sounds Good Feels Good!,1
Nashgrier camerondallas I miss cash,1
"mikecastic: ""Fandom get bored again"" CalumGotATonguePiercing ",1
Either the fam got bored or are trying to ignore drama CalumGotATonguePiercing,1
5SOS_Daily: CONGRATS 5SOS ON YOUR 2ND 1 ALBUM ON THE BILLBOARD 200!!! ,1
5SOSTumblrx: my boyfriend does this really cute thing where he doesn't know i exist yes Michael5SOS im talking to you,1
There were some girls who had 5sos shirts on at the store ,1
5SOSTumblrx: Calums arms ,1
5SOSUPDATEWW I love being a Calum girl..sometimes ,1
Michael5SOS: are you looking to buy the greatest shirt of all time? You are? LOOK NO FURTHER I CREATED IT ,1
ImAlexHoltti you make me cry bc you won't follow me,1
ImAlexHoltti and follow me,1
ImAlexHoltti WHEN WILL YOU FOLLOW ME :((((((,1
ImAlexHoltti: EVAN PETERS IS MY DAD,1
Calum5SOS how are you cal?,1
"Calum5SOS: I've got my hands in my pockets, I'm still crossing my fingers.",1
camerondallas you look so sleepy ,1
camerondallas: Taking off ️ ,1
5SOSTumblrx: Calum is so damn important ,1
"5SOS_Daily: ""We wanna thank your parents for creating you, because you guys are fucking awesome""- Calum Hood",1
5SOSTumblrx: Luke5SOS i love you bitch i aint ever gonna stop loving you bitch,1
AaronCarpenter I had a dream you were my boyfriend and it was so lovey and I'm sad now,1
5SOS: THE NEW BROKEN SCENE ,1
MY PARENTS CAN BUY BRAND NEW CARS BUT NOT TICKETS TO SEE 5SOS????????,1
camerondallas: Trick or... ,1
"camerondallas sleepy, smiley Cam is my religion ",1
camerondallas: This little one woke me up ️ ,1
ImAlexHoltti HEY FOLLOW ME YOU CUTE LITTLE SHIT,1
TheBucktList lol...cals pictures. ,1
5SOSUPDATEWW hope everything is okay! praying for all of you ️️,1
pikachu_1409 I actually don't know but I can tweet/dm you them if you'd like ,1
hemmingspizza 5SOSTumblrx who doesn't? ,1
5SOSTumblrx: beautiful ,1
5SOSTumblrx: Ok but michael is so beautiful what the fuck ,1
5SOSTumblrx: For all the luke girls out there ,1
5SOSTumblrx: Calum admiring Michael's beauty ,1
5SOSTumblrx: Calum is literally the 4 string king ,1
5SOSTumblrx: i love this ,1
5SOS_Daily fUCKING HELL,1
5SOSFamUpdater: Tonight was the last time we had a chance to hear some songs live. Sounds Live Feels Live tour will open a whole new ch…,1
5SOSTumblrx: in other words we said goodbye to my life ,1
5SOSTumblrx I have 0 respect for that girl but I'll never send her hate.,1
WAIT HARRY AND LOUIS HUGGED ILDFIWUCBWUIBCJKBuibUDONQOW LarryHug,1
I'm so glad I'm in Malum's lane,1
"If anyone wants to talk, my DMs are always open and I'll do my best to help &lt;3",1
"5SOSFamUpdater: Remember than you are better than this, don't downgrade yourself to this level.",1
5SOS_Daily: ahh sending you all virtual hugs and take one as pass it on-&gt; ️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️…,1
5SOSFamUpdater: I'm sending virtual hug to anyone who's in need right now. Stay strong xx,1
AcaciaBrinley: HAPPY HALLOWEEN! ,1
5SOSTumblrx: remember to not participate in the drama. we are here for the music ,1
"5SOS_Daily it's okay to be sad over this, just don't dwell on it. I'm here for you Luke girls,",1
mariaritaferraz: 5SOSFamUpdater watch her delete it and blame it on the alcohol ,1
5SOSTumblrx: so. true. ,1
"mnwild: Granlund took a hard hit and then Parise, jumping to his linemate's defense, went after Ott. mnwild",1
mnwild: Ott takes a penalty and mnwild will have 1:02 of 5-on-3. MINvsSTL,1
mnwild: Zucker draws a penalty and mnwild will go on the PP.,1
jeyyounit11 stay safe. I love you Jey ,1
jeyyounit11: Got lots of candy ️ Now we're going out to scare the shit out of ourselves Hope you guys are having a great Hallow…,1
mnwild: Holla for Haula! mnwild ties it up with EHaula's first of the year. MINvsSTL,1
mnwild: ZUCK YEAH! mnwild gets on the board and cuts stlblues lead to 2-1 in the first.,1
Chris has such a beautiful smile WeeklyChris,1
"5SOSUPDATEWW: Being a fangirl its so hard. we deserve a award, free tickets and flights... AND MEET &amp; GREETS",1
Calum5SOS: Bringin' back the 80's. Happy Halloween. ,1
Ashton5SOS: A message from your favorite rockerz Mr Axxe and Mr LoXx ,1
"5SOSFamUpdater: ""And the safety pin is the representation of punk rock joining us all together."" - Michael TheNewBrokenScene",1
"5SOSFamUpdater: ""The safety pin symbol, is like one half of the heart is the fans and the other half of the heart is the band."" - Ashto…",1
"5SOSFamUpdater: ""This symbol, it symbolise two broken things coming together to form a whole that’s all better.' - Ashton TheNewBroken…",1
"5SOSFamUpdater: ""We want to mean something to you."" - Ashton. TheNewBrokenScene",1
5SOSFamUpdater: 'I just want this next album and this band to mean something to you instead of some pointless shit that’s on the radio.…,1
"5SOSFamUpdater: 'We don’t give a damn. As long as it means something to every single one of you guys, then that’s all we care about.' -…",1
"5SOSFamUpdater: 'I think if we can write music that’s from our hearts for you, it doesn’t matter if they’re not worldwide hits. That’s …",1
"5SOSFamUpdater: 'We have our ups, and we have our downs, especially. But that’s okay. We live in a weird fucking world these days...' -…",1
"5SOSFamUpdater: ""...real issues that everyone has in this room, everyone watching at home. Everyone’s got their problems, got their dem…",1
"5SOSFamUpdater: ""... and we wanna be the band for you - We wanna be here for you because we have shit going on as well.' - Ashton The…",1
"Calum5SOS: I just feel like myself in flair pants, you know?",1
"5SOSFamUpdater: ""You guys do more for the world than you actually know. We wanna write real songs for real people..."" - Ashton TheNewB…",1
BUT THE mALUM MOMENTS FUCKED WITh mE,1
5SOSTumblrx: Ashton at The new broken scene live TheNewBrokenScene ,1
camerondallas: Can't wait to talk to some of you in person about being happier &amp; over coming depression. Especially 1 on 1 at Magcon ️,1
I think I did actually use up the data on my phone TheNewBrokenScene 5SOS Ashton5SOS Calum5SOS Michael5SOS Luke5SOS,1
5SOSFamUpdater: Words can't describe how proud of 5SOS I am. TheNewBrokenScene,1
"5SOSFamUpdater: Ashton: Fans are one half of the heart, and band is the other. Michael: Safety pin is the music. TheNewBrokenScene",1
Carliee5SOS: MY FRIEND THREW A PAPER WITH MY AT CALUM IM SCREAMING HE WAS SO HURT Calum5SOS you're still my fav babe ,1
5SOSFamUpdater: CALUM ON THE DRUMS AND LUKE ON THE BASS TheNewBrokenScene,1
5SOSFamUpdater: everyone after TheNewBrokenScene livestream. ,1
5SOSTumblrx: WRAPPED AROUND YOUR FINGER FUCK FUCKING YES IM SO UP FOR IT,1
"5SOSTumblrx: Yes mum, dad, 5sos thanks you for creating me and I'm fuckin amazing ",1
"5SOSTumblrx: ""Sing with us, no matter where you are"" -Ashton Irwin",1
"5SOSTumblrx: The new broken scene is just for us. For our issues, for our problems and demons. We live in a real fuckin world but 5sos …",1
"5SOSTumblrx: But if you ask her, she'll say ""THE NEW BROKEN SCENE BITCHES"" TheNewBrokenScene",1
"5SOSTumblrx: ""Fans are one half of the heart and the band is the other one so we just had to put those two together"" -Ashton Irwin The…",1
5SOSTumblrx: This day was amazing Thank you 5sos for everything! TheNewBrokenScene,1
5SOSTumblrx: Ashton's speech before Jet Black Heart had me in tears he's such an amazing person i love him so damn much TheNewBrokenSc…,1
camerondallas: I can't help but stare at you,1
Calum5SOS: Come watch us play a gig. ,1
Michael5SOS: we're going on in like 15 minutes,1
5saucetext: Same ,1
"Luke5SOS: New broken scene, ATLANTA",1
TheMattEspinosa: s/o to the procrastinators who still don't have a Halloween costume aka me. HappyHalloween,1
camerondallas I'm not going out this year ,1
